Transect,Point,Point_ID,Species,Distance.m,Count,Flyover,Date,Observer,Month,Year,Start_time,End_time,Cloud,Wind,Temperature.C
Lawson,E,Lawson E,Eastern Whipbird,100,1,,21/10/2017,Simon,October,2017,945,1037,Overcast(50%),Slight wind,13
Lawson,E,Lawson E,Eastern Spinebill,10,3,,21/10/2017,Simon,October,2017,945,1037,Overcast(50%),Slight wind,13
Lawson,E,Lawson E,Black-faced Cuckooshrike,40,1,,21/10/2017,Simon,October,2017,945,1037,Overcast(50%),Slight wind,13
Lawson,E,Lawson E,Rufous Whistler,60,1,,21/10/2017,Simon,October,2017,945,1037,Overcast(50%),Slight wind,13
Lawson,E,Lawson E,Crimson Rosella,80,2,,21/10/2017,Simon,October,2017,945,1037,Overcast(50%),Slight wind,13
Lawson,E,Lawson E,Australian King-Parrot,80,1,,21/10/2017,Simon,October,2017,945,1037,Overcast(50%),Slight wind,13
Lawson,E,Lawson E,Yellow-faced Honeyeater,50,2,,21/10/2017,Simon,October,2017,945,1037,Overcast(50%),Slight wind,13
Lawson,E,Lawson E,Scarlet Myzomela,100,1,,21/10/2017,Simon,October,2017,945,1037,Overcast(50%),Slight wind,13
Lawson,E,Lawson E,Gray Shrikethrush,30,1,,21/10/2017,Simon,October,2017,945,1037,Overcast(50%),Slight wind,13
Lawson,E,Lawson E,Australian Raven,50,1,,21/10/2017,Simon,October,2017,945,1037,Overcast(50%),Slight wind,13
Lawson,E,Lawson E,Sulphur-crested Cockatoo,251,2,,21/10/2017,Simon,October,2017,945,1037,Overcast(50%),Slight wind,13
Lawson,E,Lawson E,Brown Thornbill,50,1,,21/10/2017,Simon,October,2017,945,1037,Overcast(50%),Slight wind,13
Lawson,E,Lawson E,Australian King-Parrot,60,1,,21/10/2017,Simon,October,2017,945,1037,Overcast(50%),Slight wind,13
Lawson,D,Lawson D,Striated Thornbill,20,5,,21/10/2017,Simon,October,2017,945,1037,Overcast(50%),Slight wind,13
Lawson,D,Lawson D,Eastern Spinebill,10,1,,21/10/2017,Simon,October,2017,945,1037,Overcast(50%),Slight wind,13
Lawson,D,Lawson D,Rufous Whistler,20,1,,21/10/2017,Simon,October,2017,945,1037,Overcast(50%),Slight wind,13
Lawson,D,Lawson D,Eastern Spinebill,20,1,,21/10/2017,Simon,October,2017,945,1037,Overcast(50%),Slight wind,13
Lawson,D,Lawson D,Golden Whistler,10,1,,21/10/2017,Simon,October,2017,945,1037,Overcast(50%),Slight wind,13
Lawson,D,Lawson D,Gray Fantail,10,2,,21/10/2017,Simon,October,2017,945,1037,Overcast(50%),Slight wind,13
Lawson,D,Lawson D,Eastern Yellow Robin,10,1,,21/10/2017,Simon,October,2017,945,1037,Overcast(50%),Slight wind,13
Lawson,D,Lawson D,White-throated Treecreeper,20,1,,21/10/2017,Simon,October,2017,945,1037,Overcast(50%),Slight wind,13
Lawson,C,Lawson C,Crimson Rosella,80,2,,21/10/2017,Simon,October,2017,945,1037,Overcast(50%),Slight wind,13
Lawson,C,Lawson C,Eastern Spinebill,80,1,,21/10/2017,Simon,October,2017,945,1037,Overcast(50%),Slight wind,13
Lawson,C,Lawson C,Noisy Miner,250,1,,21/10/2017,Simon,October,2017,945,1037,Overcast(50%),Slight wind,13
Lawson,C,Lawson C,Rainbow Lorikeet,100,1,f,21/10/2017,Simon,October,2017,945,1037,Overcast(50%),Slight wind,13
Lawson,C,Lawson C,Australian Magpie,40,2,,21/10/2017,Simon,October,2017,945,1037,Overcast(50%),Slight wind,13
Lawson,C,Lawson C,Eastern Spinebill,40,1,,21/10/2017,Simon,October,2017,945,1037,Overcast(50%),Slight wind,13
Lawson,B,Lawson B,Spotted Pardalote,80,1,,21/10/2017,Simon,October,2017,945,1037,Overcast(50%),Slight wind,13
Lawson,B,Lawson B,Crimson Rosella,20,1,,21/10/2017,Simon,October,2017,945,1037,Overcast(50%),Slight wind,13
Lawson,A,Lawson A,Wonga Pigeon,250,1,,21/10/2017,Simon,October,2017,945,1037,Overcast(50%),Slight wind,13
Lawson,A,Lawson A,Crimson Rosella,20,5,,21/10/2017,Simon,October,2017,945,1037,Overcast(50%),Slight wind,13
Lawson,A,Lawson A,Rainbow Lorikeet,30,4,,21/10/2017,Simon,October,2017,945,1037,Overcast(50%),Slight wind,13
Lawson,A,Lawson A,Red Wattlebird,80,2,,21/10/2017,Simon,October,2017,945,1037,Overcast(50%),Slight wind,13
Lawson,A,Lawson A,Red Wattlebird,20,4,,21/10/2017,Simon,October,2017,945,1037,Overcast(50%),Slight wind,13
Lawson,A,Lawson A,Red Wattlebird,50,1,,21/10/2017,Simon,October,2017,945,1037,Overcast(50%),Slight wind,13
Lawson,A,Lawson A,Rainbow Lorikeet,20,2,,21/10/2017,Simon,October,2017,945,1037,Overcast(50%),Slight wind,13
Lawson,A,Lawson A,Eastern Spinebill,50,1,,21/10/2017,Simon,October,2017,945,1037,Overcast(50%),Slight wind,13
Lawson,A,Lawson A,Eastern Spinebill,80,1,,21/10/2017,Simon,October,2017,945,1037,Overcast(50%),Slight wind,13
Lawson,A,Lawson A,Eastern Spinebill,10,1,,21/10/2017,Simon,October,2017,945,1037,Overcast(50%),Slight wind,13
Lawson,A,Lawson A,Eurasian Blackbird,80,1,,21/10/2017,Simon,October,2017,945,1037,Overcast(50%),Slight wind,13
Lawson,A,Lawson A,Sulphur-crested Cockatoo,150,1,,21/10/2017,Simon,October,2017,945,1037,Overcast(50%),Slight wind,13
Woodford,E,Woodford E,Eastern Spinebill,80,1,,21/10/2017,Simon,October,2017,1103,1148,Overcast(50%),Slight wind,15
Woodford,E,Woodford E,Yellow-faced Honeyeater,150,1,,21/10/2017,Simon,October,2017,1103,1148,Overcast(50%),Slight wind,15
Woodford,E,Woodford E,Gray Fantail,80,2,,21/10/2017,Simon,October,2017,1103,1148,Overcast(50%),Slight wind,15
Woodford,E,Woodford E,White-throated Treecreeper,150,1,,21/10/2017,Simon,October,2017,1103,1148,Overcast(50%),Slight wind,15
Woodford,E,Woodford E,Brown Thornbill,100,1,,21/10/2017,Simon,October,2017,1103,1148,Overcast(50%),Slight wind,15
Woodford,E,Woodford E,Sulphur-crested Cockatoo,251,1,,21/10/2017,Simon,October,2017,1103,1148,Overcast(50%),Slight wind,15
Woodford,D,Woodford D,Superb Lyrebird,150,1,,21/10/2017,Simon,October,2017,1103,1148,Overcast(50%),Slight wind,15
Woodford,D,Woodford D,Rufous Whistler,40,1,,21/10/2017,Simon,October,2017,1103,1148,Overcast(50%),Slight wind,15
Woodford,D,Woodford D,Yellow-faced Honeyeater,100,1,,21/10/2017,Simon,October,2017,1103,1148,Overcast(50%),Slight wind,15
Woodford,D,Woodford D,Pied Currawong,250,1,,21/10/2017,Simon,October,2017,1103,1148,Overcast(50%),Slight wind,15
Woodford,D,Woodford D,Sulphur-crested Cockatoo,20,1,f,21/10/2017,Simon,October,2017,1103,1148,Overcast(50%),Slight wind,15
Woodford,D,Woodford D,Yellow-faced Honeyeater,20,1,,21/10/2017,Simon,October,2017,1103,1148,Overcast(50%),Slight wind,15
Woodford,D,Woodford D,Spotted Pardalote,50,1,,21/10/2017,Simon,October,2017,1103,1148,Overcast(50%),Slight wind,15
Woodford,D,Woodford D,Fan-tailed Cuckoo,150,1,,21/10/2017,Simon,October,2017,1103,1148,Overcast(50%),Slight wind,15
Woodford,D,Woodford D,Golden Whistler,20,1,,21/10/2017,Simon,October,2017,1103,1148,Overcast(50%),Slight wind,15
Woodford,D,Woodford D,Superb Lyrebird,50,1,,21/10/2017,Simon,October,2017,1103,1148,Overcast(50%),Slight wind,15
Woodford,C,Woodford C,Eastern Spinebill,20,1,,21/10/2017,Simon,October,2017,1103,1148,Overcast(50%),Slight wind,15
Woodford,C,Woodford C,Australian Magpie,30,2,,21/10/2017,Simon,October,2017,1103,1148,Overcast(50%),Slight wind,15
Woodford,C,Woodford C,Eastern Spinebill,30,1,,21/10/2017,Simon,October,2017,1103,1148,Overcast(50%),Slight wind,15
Woodford,C,Woodford C,Red Wattlebird,20,1,,21/10/2017,Simon,October,2017,1103,1148,Overcast(50%),Slight wind,15
Woodford,C,Woodford C,Red Wattlebird,50,1,,21/10/2017,Simon,October,2017,1103,1148,Overcast(50%),Slight wind,15
Woodford,C,Woodford C,Sulphur-crested Cockatoo,50,2,,21/10/2017,Simon,October,2017,1103,1148,Overcast(50%),Slight wind,15
Woodford,C,Woodford C,Peregrine Falcon,80,1,,21/10/2017,Simon,October,2017,1103,1148,Overcast(50%),Slight wind,15
Woodford,C,Woodford C,Eastern Yellow Robin,60,1,,21/10/2017,Simon,October,2017,1103,1148,Overcast(50%),Slight wind,15
Woodford,C,Woodford C,Crimson Rosella,100,1,,21/10/2017,Simon,October,2017,1103,1148,Overcast(50%),Slight wind,15
Woodford,C,Woodford C,Brown Thornbill,60,1,,21/10/2017,Simon,October,2017,1103,1148,Overcast(50%),Slight wind,15
Woodford,C,Woodford C,Eastern Spinebill,60,1,,21/10/2017,Simon,October,2017,1103,1148,Overcast(50%),Slight wind,15
Woodford,C,Woodford C,Olive-backed Oriole,80,1,,21/10/2017,Simon,October,2017,1103,1148,Overcast(50%),Slight wind,15
Woodford,C,Woodford C,Yellow-faced Honeyeater,50,1,,21/10/2017,Simon,October,2017,1103,1148,Overcast(50%),Slight wind,15
Woodford,C,Woodford C,Red Wattlebird,10,1,,21/10/2017,Simon,October,2017,1103,1148,Overcast(50%),Slight wind,15
Woodford,C,Woodford C,Fan-tailed Cuckoo,100,1,,21/10/2017,Simon,October,2017,1103,1148,Overcast(50%),Slight wind,15
Woodford,B,Woodford B,Australian Magpie,80,1,,21/10/2017,Simon,October,2017,1103,1148,Overcast(50%),Slight wind,15
Woodford,B,Woodford B,Pied Currawong,50,1,,21/10/2017,Simon,October,2017,1103,1148,Overcast(50%),Slight wind,15
Woodford,B,Woodford B,Satin Bowerbird,30,1,,21/10/2017,Simon,October,2017,1103,1148,Overcast(50%),Slight wind,15
Woodford,B,Woodford B,Sulphur-crested Cockatoo,50,1,,21/10/2017,Simon,October,2017,1103,1148,Overcast(50%),Slight wind,15
Woodford,B,Woodford B,House Sparrow,30,1,,21/10/2017,Simon,October,2017,1103,1148,Overcast(50%),Slight wind,15
Woodford,B,Woodford B,Channel-billed Cuckoo,150,1,,21/10/2017,Simon,October,2017,1103,1148,Overcast(50%),Slight wind,15
Woodford,B,Woodford B,Red Wattlebird,30,1,,21/10/2017,Simon,October,2017,1103,1148,Overcast(50%),Slight wind,15
Woodford,B,Woodford B,Red Wattlebird,60,1,,21/10/2017,Simon,October,2017,1103,1148,Overcast(50%),Slight wind,15
Woodford,B,Woodford B,Eastern Spinebill,60,1,,21/10/2017,Simon,October,2017,1103,1148,Overcast(50%),Slight wind,15
Woodford,B,Woodford B,Satin Bowerbird,30,1,,21/10/2017,Simon,October,2017,1103,1148,Overcast(50%),Slight wind,15
Woodford,B,Woodford B,Sulphur-crested Cockatoo,30,2,,21/10/2017,Simon,October,2017,1103,1148,Overcast(50%),Slight wind,15
Woodford,A,Woodford A,Welcome Swallow,10,1,,21/10/2017,Simon,October,2017,1103,1148,Overcast(50%),Slight wind,15
Woodford,A,Woodford A,Pied Currawong,100,1,,21/10/2017,Simon,October,2017,1103,1148,Overcast(50%),Slight wind,15
Woodford,A,Woodford A,Australian Raven,80,1,,21/10/2017,Simon,October,2017,1103,1148,Overcast(50%),Slight wind,15
Woodford,A,Woodford A,Red Wattlebird,100,1,,21/10/2017,Simon,October,2017,1103,1148,Overcast(50%),Slight wind,15
Woodford,A,Woodford A,Sulphur-crested Cockatoo,200,1,,21/10/2017,Simon,October,2017,1103,1148,Overcast(50%),Slight wind,15
Woodford,A,Woodford A,Eastern Spinebill,80,1,,21/10/2017,Simon,October,2017,1103,1148,Overcast(50%),Slight wind,15
Woodford,A,Woodford A,Red Wattlebird,20,2,,21/10/2017,Simon,October,2017,1103,1148,Overcast(50%),Slight wind,15
Woodford,A,Woodford A,Red Wattlebird,40,1,,21/10/2017,Simon,October,2017,1103,1148,Overcast(50%),Slight wind,15
Woodford,A,Woodford A,Rainbow Lorikeet,60,1,f,21/10/2017,Simon,October,2017,1103,1148,Overcast(50%),Slight wind,15
Woodford,A,Woodford A,Crimson Rosella,40,1,,21/10/2017,Simon,October,2017,1103,1148,Overcast(50%),Slight wind,15
Katoomba,A,Katoomba A,Rock Pigeon,20,2,,12/11/2017,Mark,November,2017,707,830,Partly cloudy,light breeze,11
Katoomba,A,Katoomba A,Welcome Swallow,10,1,,12/11/2017,Mark,November,2017,707,830,Partly cloudy,light breeze,11
Katoomba,A,Katoomba A,Rock Pigeon,50,1,,12/11/2017,Mark,November,2017,707,830,Partly cloudy,light breeze,11
Katoomba,A,Katoomba A,Common Myna,10,1,,12/11/2017,Mark,November,2017,707,830,Partly cloudy,light breeze,11
Katoomba,A,Katoomba A,House Sparrow,10,1,,12/11/2017,Mark,November,2017,707,830,Partly cloudy,light breeze,11
Katoomba,A,Katoomba A,Rock Pigeon,20,1,,12/11/2017,Mark,November,2017,707,830,Partly cloudy,light breeze,11
Katoomba,B,Katoomba B,Red Wattlebird,150,1,,12/11/2017,Mark,November,2017,707,830,Partly cloudy,light breeze,11
Katoomba,B,Katoomba B,Australian King-Parrot,70,1,,12/11/2017,Mark,November,2017,707,830,Partly cloudy,light breeze,11
Katoomba,B,Katoomba B,Rainbow Lorikeet,100,2,,12/11/2017,Mark,November,2017,707,830,Partly cloudy,light breeze,11
Katoomba,B,Katoomba B,Rainbow Lorikeet,10,2,,12/11/2017,Mark,November,2017,707,830,Partly cloudy,light breeze,11
Katoomba,C,Katoomba C,Gray Butcherbird,80,1,,12/11/2017,Mark,November,2017,707,830,Partly cloudy,light breeze,11
Katoomba,C,Katoomba C,Australian Magpie,70,1,,12/11/2017,Mark,November,2017,707,830,Partly cloudy,light breeze,11
Katoomba,C,Katoomba C,House Sparrow,20,1,,12/11/2017,Mark,November,2017,707,830,Partly cloudy,light breeze,11
Katoomba,C,Katoomba C,Laughing Kookaburra,150,1,,12/11/2017,Mark,November,2017,707,830,Partly cloudy,light breeze,11
Katoomba,C,Katoomba C,Pied Currawong,50,1,,12/11/2017,Mark,November,2017,707,830,Partly cloudy,light breeze,11
Katoomba,C,Katoomba C,Australian Magpie,100,1,,12/11/2017,Mark,November,2017,707,830,Partly cloudy,light breeze,11
Katoomba,C,Katoomba C,Common Myna,20,2,,12/11/2017,Mark,November,2017,707,830,Partly cloudy,light breeze,11
Katoomba,C,Katoomba C,Red Wattlebird,50,2,,12/11/2017,Mark,November,2017,707,830,Partly cloudy,light breeze,11
Katoomba,C,Katoomba C,Pied Currawong,80,1,,12/11/2017,Mark,November,2017,707,830,Partly cloudy,light breeze,11
Katoomba,C,Katoomba C,Crimson Rosella,20,3,,12/11/2017,Mark,November,2017,707,830,Partly cloudy,light breeze,11
Katoomba,D,Katoomba D,Spotted Pardalote,60,1,,12/11/2017,Mark,November,2017,707,830,Partly cloudy,light breeze,11
Katoomba,D,Katoomba D,Pacific Koel,200,1,,12/11/2017,Mark,November,2017,707,830,Partly cloudy,light breeze,11
Katoomba,D,Katoomba D,Rainbow Lorikeet,100,1,,12/11/2017,Mark,November,2017,707,830,Partly cloudy,light breeze,11
Katoomba,D,Katoomba D,Red Wattlebird,100,1,,12/11/2017,Mark,November,2017,707,830,Partly cloudy,light breeze,11
Katoomba,D,Katoomba D,Pied Currawong,80,1,,12/11/2017,Mark,November,2017,707,830,Partly cloudy,light breeze,11
Katoomba,D,Katoomba D,Red Wattlebird,20,2,,12/11/2017,Mark,November,2017,707,830,Partly cloudy,light breeze,11
Katoomba,D,Katoomba D,Crimson Rosella,80,1,,12/11/2017,Mark,November,2017,707,830,Partly cloudy,light breeze,11
Katoomba,E,Katoomba E,Maned Duck,10,8,,12/11/2017,Mark,November,2017,707,830,Partly cloudy,light breeze,11
Katoomba,E,Katoomba E,Common Myna,40,1,,12/11/2017,Mark,November,2017,707,830,Partly cloudy,light breeze,11
Katoomba,E,Katoomba E,Crimson Rosella,60,1,,12/11/2017,Mark,November,2017,707,830,Partly cloudy,light breeze,11
Katoomba,E,Katoomba E,Eastern Spinebill,50,1,,12/11/2017,Mark,November,2017,707,830,Partly cloudy,light breeze,11
Katoomba,E,Katoomba E,Sulphur-crested Cockatoo,150,1,,12/11/2017,Mark,November,2017,707,830,Partly cloudy,light breeze,11
Katoomba,E,Katoomba E,Rock Pigeon,150,6,f,12/11/2017,Mark,November,2017,707,830,Partly cloudy,light breeze,11
Katoomba,F,Katoomba F,Australian Magpie,10,1,,12/11/2017,Mark,November,2017,707,830,Partly cloudy,light breeze,11
Katoomba,F,Katoomba F,Australian Magpie,40,1,,12/11/2017,Mark,November,2017,707,830,Partly cloudy,light breeze,11
Katoomba,F,Katoomba F,Sulphur-crested Cockatoo,80,6,,12/11/2017,Mark,November,2017,707,830,Partly cloudy,light breeze,11
Katoomba,F,Katoomba F,Red Wattlebird,10,1,,12/11/2017,Mark,November,2017,707,830,Partly cloudy,light breeze,11
Katoomba,F,Katoomba F,Crimson Rosella,30,1,,12/11/2017,Mark,November,2017,707,830,Partly cloudy,light breeze,11
Katoomba,F,Katoomba F,Crimson Rosella,20,1,,12/11/2017,Mark,November,2017,707,830,Partly cloudy,light breeze,11
Katoomba,F,Katoomba F,Satin Bowerbird,10,1,,12/11/2017,Mark,November,2017,707,830,Partly cloudy,light breeze,11
Katoomba,F,Katoomba F,Eastern Spinebill,50,1,,12/11/2017,Mark,November,2017,707,830,Partly cloudy,light breeze,11
Katoomba,F,Katoomba F,Black-faced Cuckooshrike,100,1,f,12/11/2017,Mark,November,2017,707,830,Partly cloudy,light breeze,11
Katoomba,F,Katoomba F,Fan-tailed Cuckoo,60,1,,12/11/2017,Mark,November,2017,707,830,Partly cloudy,light breeze,11
Katoomba,F,Katoomba F,Red Wattlebird,80,1,,12/11/2017,Mark,November,2017,707,830,Partly cloudy,light breeze,11
Katoomba,G,Katoomba G,Crested Pigeon,200,2,,12/11/2017,Mark,November,2017,707,830,Partly cloudy,light breeze,11
Katoomba,G,Katoomba G,Australian Magpie,200,1,,12/11/2017,Mark,November,2017,707,830,Partly cloudy,light breeze,11
Katoomba,G,Katoomba G,Masked Lapwing,50,2,,12/11/2017,Mark,November,2017,707,830,Partly cloudy,light breeze,11
Katoomba,G,Katoomba G,Pied Currawong,100,1,,12/11/2017,Mark,November,2017,707,830,Partly cloudy,light breeze,11
Katoomba,G,Katoomba G,Red Wattlebird,60,2,,12/11/2017,Mark,November,2017,707,830,Partly cloudy,light breeze,11
Katoomba,G,Katoomba G,Gray Butcherbird,100,1,,12/11/2017,Mark,November,2017,707,830,Partly cloudy,light breeze,11
Katoomba,G,Katoomba G,Pacific Koel,30,1,,12/11/2017,Mark,November,2017,707,830,Partly cloudy,light breeze,11
Katoomba,G,Katoomba G,Crimson Rosella,50,1,,12/11/2017,Mark,November,2017,707,830,Partly cloudy,light breeze,11
Katoomba,G,Katoomba G,Crimson Rosella,100,2,,12/11/2017,Mark,November,2017,707,830,Partly cloudy,light breeze,11
Katoomba,G,Katoomba G,Olive-backed Oriole,50,1,,12/11/2017,Mark,November,2017,707,830,Partly cloudy,light breeze,11
Katoomba,G,Katoomba G,Red Wattlebird,10,1,,12/11/2017,Mark,November,2017,707,830,Partly cloudy,light breeze,11
Katoomba,H,Katoomba H,Striated Thornbill,30,2,,12/11/2017,Mark,November,2017,707,830,Partly cloudy,light breeze,11
Katoomba,H,Katoomba H,Sacred Kingfisher,80,1,,12/11/2017,Mark,November,2017,707,830,Partly cloudy,light breeze,11
Katoomba,H,Katoomba H,Australian Raven,60,1,,12/11/2017,Mark,November,2017,707,830,Partly cloudy,light breeze,11
Katoomba,H,Katoomba H,Striated Thornbill,70,3,,12/11/2017,Mark,November,2017,707,830,Partly cloudy,light breeze,11
Katoomba,H,Katoomba H,Pied Currawong,150,1,,12/11/2017,Mark,November,2017,707,830,Partly cloudy,light breeze,11
Katoomba,H,Katoomba H,White-throated Treecreeper,50,1,,12/11/2017,Mark,November,2017,707,830,Partly cloudy,light breeze,11
Katoomba,H,Katoomba H,Gray Shrikethrush,70,1,,12/11/2017,Mark,November,2017,707,830,Partly cloudy,light breeze,11
Katoomba,H,Katoomba H,Yellow-faced Honeyeater,100,1,,12/11/2017,Mark,November,2017,707,830,Partly cloudy,light breeze,11
Katoomba,H,Katoomba H,Brown Thornbill,30,1,,12/11/2017,Mark,November,2017,707,830,Partly cloudy,light breeze,11
Katoomba,H,Katoomba H,Eastern Spinebill,50,1,,12/11/2017,Mark,November,2017,707,830,Partly cloudy,light breeze,11
Katoomba,H,Katoomba H,Fan-tailed Cuckoo,120,1,,12/11/2017,Mark,November,2017,707,830,Partly cloudy,light breeze,11
Katoomba,I,Katoomba I,Crimson Rosella,30,2,,12/11/2017,Mark,November,2017,707,830,Partly cloudy,light breeze,11
Katoomba,I,Katoomba I,Australian Magpie,30,1,,12/11/2017,Mark,November,2017,707,830,Partly cloudy,light breeze,11
Katoomba,I,Katoomba I,Fan-tailed Cuckoo,40,1,,12/11/2017,Mark,November,2017,707,830,Partly cloudy,light breeze,11
Katoomba,I,Katoomba I,Eastern Spinebill,30,1,,12/11/2017,Mark,November,2017,707,830,Partly cloudy,light breeze,11
Katoomba,I,Katoomba I,New Holland Honeyeater,20,1,,12/11/2017,Mark,November,2017,707,830,Partly cloudy,light breeze,11
Katoomba,I,Katoomba I,Australian Magpie,80,1,,12/11/2017,Mark,November,2017,707,830,Partly cloudy,light breeze,11
Katoomba,I,Katoomba I,White-throated Treecreeper,50,1,,12/11/2017,Mark,November,2017,707,830,Partly cloudy,light breeze,11
Lawson,A,Lawson A,Sulphur-crested Cockatoo,40,1,,12/11/2017,Mark,November,2017,906,955,Partly cloudy,light breeze,15
Lawson,A,Lawson A,Rainbow Lorikeet,30,1,,12/11/2017,Mark,November,2017,906,955,Partly cloudy,light breeze,15
Lawson,A,Lawson A,Red Wattlebird,10,2,,12/11/2017,Mark,November,2017,906,955,Partly cloudy,light breeze,15
Lawson,A,Lawson A,New Holland Honeyeater,50,4,,12/11/2017,Mark,November,2017,906,955,Partly cloudy,light breeze,15
Lawson,A,Lawson A,Red-whiskered Bulbul,10,1,,12/11/2017,Mark,November,2017,906,955,Partly cloudy,light breeze,15
Lawson,A,Lawson A,Red Wattlebird,50,1,,12/11/2017,Mark,November,2017,906,955,Partly cloudy,light breeze,15
Lawson,A,Lawson A,Eastern Spinebill,10,1,,12/11/2017,Mark,November,2017,906,955,Partly cloudy,light breeze,15
Lawson,A,Lawson A,Satin Bowerbird,40,1,,12/11/2017,Mark,November,2017,906,955,Partly cloudy,light breeze,15
Lawson,A,Lawson A,Sulphur-crested Cockatoo,60,1,,12/11/2017,Mark,November,2017,906,955,Partly cloudy,light breeze,15
Lawson,A,Lawson A,Pacific Koel,40,1,,12/11/2017,Mark,November,2017,906,955,Partly cloudy,light breeze,15
Lawson,A,Lawson A,Red Wattlebird,50,1,,12/11/2017,Mark,November,2017,906,955,Partly cloudy,light breeze,15
Lawson,B,Lawson B,Australian Magpie,30,1,,12/11/2017,Mark,November,2017,906,955,Partly cloudy,light breeze,15
Lawson,B,Lawson B,Satin Bowerbird,40,1,,12/11/2017,Mark,November,2017,906,955,Partly cloudy,light breeze,15
Lawson,B,Lawson B,Rainbow Lorikeet,100,2,f,12/11/2017,Mark,November,2017,906,955,Partly cloudy,light breeze,15
Lawson,B,Lawson B,Red Wattlebird,100,1,,12/11/2017,Mark,November,2017,906,955,Partly cloudy,light breeze,15
Lawson,C,Lawson C,Satin Bowerbird,50,1,,12/11/2017,Mark,November,2017,906,955,Partly cloudy,light breeze,15
Lawson,C,Lawson C,Gray Butcherbird,200,1,,12/11/2017,Mark,November,2017,906,955,Partly cloudy,light breeze,15
Lawson,C,Lawson C,Red Wattlebird,100,1,,12/11/2017,Mark,November,2017,906,955,Partly cloudy,light breeze,15
Lawson,D,Lawson D,Rufous Whistler,10,1,,12/11/2017,Mark,November,2017,906,955,Partly cloudy,light breeze,15
Lawson,D,Lawson D,Brown Thornbill,50,1,,12/11/2017,Mark,November,2017,906,955,Partly cloudy,light breeze,15
Lawson,D,Lawson D,White-throated Treecreeper,70,1,,12/11/2017,Mark,November,2017,906,955,Partly cloudy,light breeze,15
Lawson,D,Lawson D,Eastern Spinebill,10,1,,12/11/2017,Mark,November,2017,906,955,Partly cloudy,light breeze,15
Lawson,E,Lawson E,Rufous Whistler,80,1,,12/11/2017,Mark,November,2017,906,955,Partly cloudy,light breeze,15
Lawson,E,Lawson E,Golden Whistler,50,1,,12/11/2017,Mark,November,2017,906,955,Partly cloudy,light breeze,15
Lawson,E,Lawson E,Spotted Pardalote,60,1,,12/11/2017,Mark,November,2017,906,955,Partly cloudy,light breeze,15
Lawson,E,Lawson E,Eastern Spinebill,60,1,,12/11/2017,Mark,November,2017,906,955,Partly cloudy,light breeze,15
Lawson,E,Lawson E,Spotted Pardalote,30,1,,12/11/2017,Mark,November,2017,906,955,Partly cloudy,light breeze,15
Lawson,E,Lawson E,Leaden Flycatcher,100,1,,12/11/2017,Mark,November,2017,906,955,Partly cloudy,light breeze,15
Lawson,E,Lawson E,Gray Shrikethrush,150,1,,12/11/2017,Mark,November,2017,906,955,Partly cloudy,light breeze,15
Hazelbrook,A,Hazelbrook A,Eurasian Blackbird,20,1,,12/11/2017,Mark,November,2017,1015,1054,Partly cloudy,light breeze,17
Hazelbrook,A,Hazelbrook A,Silver-eye,10,3,,12/11/2017,Mark,November,2017,1015,1054,Partly cloudy,light breeze,17
Hazelbrook,A,Hazelbrook A,Red Wattlebird,10,2,,12/11/2017,Mark,November,2017,1015,1054,Partly cloudy,light breeze,17
Hazelbrook,A,Hazelbrook A,Sulphur-crested Cockatoo,150,1,,12/11/2017,Mark,November,2017,1015,1054,Partly cloudy,light breeze,17
Hazelbrook,A,Hazelbrook A,Eastern Spinebill,10,1,,12/11/2017,Mark,November,2017,1015,1054,Partly cloudy,light breeze,17
Hazelbrook,A,Hazelbrook A,Crimson Rosella,10,1,,12/11/2017,Mark,November,2017,1015,1054,Partly cloudy,light breeze,17
Hazelbrook,A,Hazelbrook A,Sulphur-crested Cockatoo,100,11,,12/11/2017,Mark,November,2017,1015,1054,Partly cloudy,light breeze,17
Hazelbrook,A,Hazelbrook A,Galah,100,2,,12/11/2017,Mark,November,2017,1015,1054,Partly cloudy,light breeze,17
Hazelbrook,B,Hazelbrook B,Australian Magpie,150,1,,12/11/2017,Mark,November,2017,1015,1054,Partly cloudy,light breeze,17
Hazelbrook,B,Hazelbrook B,Laughing Kookaburra,80,2,,12/11/2017,Mark,November,2017,1015,1054,Partly cloudy,light breeze,17
Hazelbrook,B,Hazelbrook B,Satin Bowerbird,30,1,,12/11/2017,Mark,November,2017,1015,1054,Partly cloudy,light breeze,17
Hazelbrook,B,Hazelbrook B,Red Wattlebird,40,1,,12/11/2017,Mark,November,2017,1015,1054,Partly cloudy,light breeze,17
Hazelbrook,B,Hazelbrook B,Crimson Rosella,30,2,,12/11/2017,Mark,November,2017,1015,1054,Partly cloudy,light breeze,17
Hazelbrook,C,Hazelbrook C,Eastern Spinebill,20,1,,12/11/2017,Mark,November,2017,1015,1054,Partly cloudy,light breeze,17
Hazelbrook,C,Hazelbrook C,Laughing Kookaburra,10,1,,12/11/2017,Mark,November,2017,1015,1054,Partly cloudy,light breeze,17
Hazelbrook,C,Hazelbrook C,Australian King-Parrot,60,1,,12/11/2017,Mark,November,2017,1015,1054,Partly cloudy,light breeze,17
Hazelbrook,C,Hazelbrook C,Red Wattlebird,30,1,,12/11/2017,Mark,November,2017,1015,1054,Partly cloudy,light breeze,17
